Timestep,Traffic_Light_ID,State,Phase_Duration
315,cluster_11502623497_1177160337,GGrrr,42.0
315,cluster_664446535_8507351666,GGrrr,42.0
316,cluster_10279701148_11630151856_663826006,GG,0.001
316,cluster_11502623497_1177160337,GGrrr,42.0
316,cluster_664446535_8507351666,GGrrr,42.0
317,cluster_10279701148_11630151856_663826006,GG,0.001
317,cluster_11502623497_1177160337,yyrrr,3.0
317,cluster_664446535_8507351666,yyrrr,3.0
318,cluster_10279701148_11630151856_663826006,GG,0.001
318,cluster_11502623497_1177160337,yyrrr,3.0
318,cluster_664446535_8507351666,yyrrr,3.0
319,cluster_10279701148_11630151856_663826006,GG,0.001
319,cluster_11502623497_1177160337,yyrrr,3.0
319,cluster_664446535_8507351666,yyrrr,3.0
320,cluster_10279701148_11630151856_663826006,GG,0.001
320,cluster_11502623497_1177160337,rrGGg,42.0
320,cluster_664446535_8507351666,rrGGG,42.0
321,cluster_10279701148_11630151856_663826006,GG,0.001
321,cluster_11502623497_1177160337,rrGGg,42.0
321,cluster_664446535_8507351666,rrGGG,42.0
322,cluster_10279701148_11630151856_663826006,GG,0.001
322,cluster_11502623497_1177160337,rrGGg,42.0
322,cluster_664446535_8507351666,rrGGG,42.0
323,cluster_10279701148_11630151856_663826006,GG,0.001
323,cluster_11502623497_1177160337,rrGGg,42.0
323,cluster_664446535_8507351666,rrGGG,42.0
324,cluster_10279701148_11630151856_663826006,GG,0.001
324,cluster_11502623497_1177160337,rrGGg,42.0
324,cluster_664446535_8507351666,rrGGG,42.0
325,cluster_10279701148_11630151856_663826006,GG,0.001
325,cluster_11502623497_1177160337,rryyy,3.0
325,cluster_664446535_8507351666,rryyy,3.0
326,cluster_10279701148_11630151856_663826006,GG,0.001
326,cluster_11502623497_1177160337,rryyy,3.0
326,cluster_664446535_8507351666,rryyy,3.0
327,cluster_10279701148_11630151856_663826006,GG,0.001
327,cluster_11502623497_1177160337,rryyy,3.0
327,cluster_664446535_8507351666,rryyy,3.0
328,cluster_10279701148_11630151856_663826006,GG,0.001
328,cluster_11502623497_1177160337,GGrrr,42.0
328,cluster_664446535_8507351666,GGrrr,42.0
329,cluster_10279701148_11630151856_663826006,GG,0.001
329,cluster_11502623497_1177160337,GGrrr,42.0
329,cluster_664446535_8507351666,GGrrr,42.0
330,cluster_10279701148_11630151856_663826006,GG,0.001
330,cluster_11502623497_1177160337,GGrrr,42.0
330,cluster_664446535_8507351666,GGrrr,42.0
331,cluster_10279701148_11630151856_663826006,GG,0.001
331,cluster_11502623497_1177160337,GGrrr,42.0
331,cluster_664446535_8507351666,GGrrr,42.0
332,cluster_10279701148_11630151856_663826006,GG,0.001
332,cluster_11502623497_1177160337,GGrrr,42.0
332,cluster_664446535_8507351666,GGrrr,42.0
333,cluster_10279701148_11630151856_663826006,GG,0.001
333,cluster_11502623497_1177160337,yyrrr,3.0
333,cluster_664446535_8507351666,yyrrr,3.0
334,cluster_10279701148_11630151856_663826006,GG,0.001
334,cluster_11502623497_1177160337,yyrrr,3.0
334,cluster_664446535_8507351666,yyrrr,3.0
335,cluster_10279701148_11630151856_663826006,GG,0.001
335,cluster_11502623497_1177160337,yyrrr,3.0
335,cluster_664446535_8507351666,yyrrr,3.0
336,cluster_10279701148_11630151856_663826006,GG,0.001
336,cluster_11502623497_1177160337,rrGGg,42.0
336,cluster_664446535_8507351666,rrGGG,42.0
337,cluster_10279701148_11630151856_663826006,GG,0.001
337,cluster_11502623497_1177160337,rrGGg,42.0
337,cluster_664446535_8507351666,rrGGG,42.0
338,cluster_10279701148_11630151856_663826006,GG,0.001
338,cluster_11502623497_1177160337,rrGGg,42.0
338,cluster_664446535_8507351666,rrGGG,42.0
339,cluster_10279701148_11630151856_663826006,GG,0.001
339,cluster_11502623497_1177160337,rrGGg,42.0
339,cluster_664446535_8507351666,rrGGG,42.0
340,cluster_10279701148_11630151856_663826006,GG,0.001
340,cluster_11502623497_1177160337,rrGGg,42.0
340,cluster_664446535_8507351666,rrGGG,42.0
341,cluster_10279701148_11630151856_663826006,GG,0.001
341,cluster_11502623497_1177160337,rryyy,3.0
341,cluster_664446535_8507351666,rryyy,3.0
342,cluster_10279701148_11630151856_663826006,GG,0.001
342,cluster_11502623497_1177160337,rryyy,3.0
342,cluster_664446535_8507351666,rryyy,3.0
343,cluster_10279701148_11630151856_663826006,GG,0.001
343,cluster_11502623497_1177160337,rryyy,3.0
343,cluster_664446535_8507351666,rryyy,3.0
344,cluster_10279701148_11630151856_663826006,GG,0.001
344,cluster_11502623497_1177160337,GGrrr,42.0
344,cluster_664446535_8507351666,GGrrr,42.0
345,cluster_10279701148_11630151856_663826006,GG,0.001
345,cluster_11502623497_1177160337,GGrrr,42.0
345,cluster_664446535_8507351666,GGrrr,42.0
346,cluster_10279701148_11630151856_663826006,GG,0.001
346,cluster_11502623497_1177160337,GGrrr,42.0
346,cluster_664446535_8507351666,GGrrr,42.0
347,cluster_10279701148_11630151856_663826006,GG,0.001
347,cluster_11502623497_1177160337,GGrrr,42.0
347,cluster_664446535_8507351666,GGrrr,42.0
348,cluster_10279701148_11630151856_663826006,GG,0.001
348,cluster_11502623497_1177160337,GGrrr,42.0
348,cluster_664446535_8507351666,GGrrr,42.0
349,cluster_10279701148_11630151856_663826006,GG,0.001
349,cluster_11502623497_1177160337,yyrrr,3.0
349,cluster_664446535_8507351666,yyrrr,3.0
350,cluster_10279701148_11630151856_663826006,GG,0.001
350,cluster_11502623497_1177160337,yyrrr,3.0
350,cluster_664446535_8507351666,yyrrr,3.0
351,cluster_10279701148_11630151856_663826006,GG,0.001
351,cluster_11502623497_1177160337,yyrrr,3.0
351,cluster_664446535_8507351666,yyrrr,3.0
352,cluster_10279701148_11630151856_663826006,GG,0.001
352,cluster_11502623497_1177160337,rrGGg,42.0
352,cluster_664446535_8507351666,rrGGG,42.0
353,cluster_10279701148_11630151856_663826006,GG,0.001
353,cluster_11502623497_1177160337,rrGGg,42.0
353,cluster_664446535_8507351666,rrGGG,42.0
354,cluster_10279701148_11630151856_663826006,GG,0.001
354,cluster_11502623497_1177160337,rrGGg,42.0
354,cluster_664446535_8507351666,rrGGG,42.0
355,cluster_10279701148_11630151856_663826006,GG,0.001
355,cluster_11502623497_1177160337,rrGGg,42.0
355,cluster_664446535_8507351666,rrGGG,42.0
356,cluster_10279701148_11630151856_663826006,GG,0.001
356,cluster_11502623497_1177160337,rrGGg,42.0
356,cluster_664446535_8507351666,rrGGG,42.0
357,cluster_10279701148_11630151856_663826006,GG,0.001
357,cluster_11502623497_1177160337,rrGGg,42.0
357,cluster_664446535_8507351666,rryyy,3.0
358,cluster_10279701148_11630151856_663826006,GG,0.001
358,cluster_11502623497_1177160337,rrGGg,42.0
358,cluster_664446535_8507351666,rryyy,3.0
359,cluster_10279701148_11630151856_663826006,GG,0.001
359,cluster_11502623497_1177160337,rryyy,3.0
359,cluster_664446535_8507351666,rryyy,3.0
360,cluster_10279701148_11630151856_663826006,GG,0.001
360,cluster_11502623497_1177160337,rryyy,3.0
360,cluster_664446535_8507351666,GGrrr,42.0
361,cluster_10279701148_11630151856_663826006,GG,0.001
361,cluster_11502623497_1177160337,rryyy,3.0
361,cluster_664446535_8507351666,GGrrr,42.0
362,cluster_10279701148_11630151856_663826006,GG,0.001
362,cluster_11502623497_1177160337,GGrrr,42.0
362,cluster_664446535_8507351666,GGrrr,42.0
363,cluster_10279701148_11630151856_663826006,GG,0.001
363,cluster_11502623497_1177160337,GGrrr,42.0
363,cluster_664446535_8507351666,GGrrr,42.0
364,cluster_10279701148_11630151856_663826006,GG,0.001
364,cluster_11502623497_1177160337,GGrrr,42.0
364,cluster_664446535_8507351666,GGrrr,42.0
365,cluster_10279701148_11630151856_663826006,GG,0.001
365,cluster_11502623497_1177160337,GGrrr,42.0
365,cluster_664446535_8507351666,yyrrr,3.0
366,cluster_10279701148_11630151856_663826006,GG,0.001
366,cluster_11502623497_1177160337,GGrrr,42.0
366,cluster_664446535_8507351666,yyrrr,3.0
367,cluster_10279701148_11630151856_663826006,GG,0.001
367,cluster_11502623497_1177160337,yyrrr,3.0
367,cluster_664446535_8507351666,yyrrr,3.0
368,cluster_10279701148_11630151856_663826006,GG,0.001
368,cluster_11502623497_1177160337,yyrrr,3.0
368,cluster_664446535_8507351666,rrGGG,42.0
369,cluster_10279701148_11630151856_663826006,GG,0.001
369,cluster_11502623497_1177160337,yyrrr,3.0
369,cluster_664446535_8507351666,rrGGG,42.0
370,cluster_10279701148_11630151856_663826006,GG,0.001
370,cluster_11502623497_1177160337,rrGGg,42.0
370,cluster_664446535_8507351666,rrGGG,42.0
371,cluster_10279701148_11630151856_663826006,GG,0.001
371,cluster_11502623497_1177160337,rrGGg,42.0
371,cluster_664446535_8507351666,rrGGG,42.0
372,cluster_10279701148_11630151856_663826006,GG,0.001
372,cluster_11502623497_1177160337,rrGGg,42.0
372,cluster_664446535_8507351666,rrGGG,42.0
373,cluster_10279701148_11630151856_663826006,GG,0.001
373,cluster_11502623497_1177160337,rrGGg,42.0
373,cluster_664446535_8507351666,rryyy,3.0
374,cluster_10279701148_11630151856_663826006,GG,0.001
374,cluster_11502623497_1177160337,rrGGg,42.0
374,cluster_664446535_8507351666,rryyy,3.0
375,cluster_10279701148_11630151856_663826006,GG,0.001
375,cluster_11502623497_1177160337,rryyy,3.0
375,cluster_664446535_8507351666,rryyy,3.0
376,cluster_10279701148_11630151856_663826006,GG,0.001
376,cluster_11502623497_1177160337,rryyy,3.0
376,cluster_664446535_8507351666,GGrrr,42.0
377,cluster_10279701148_11630151856_663826006,GG,0.001
377,cluster_11502623497_1177160337,rryyy,3.0
377,cluster_664446535_8507351666,GGrrr,42.0
378,cluster_10279701148_11630151856_663826006,GG,0.001
378,cluster_11502623497_1177160337,GGrrr,42.0
378,cluster_664446535_8507351666,GGrrr,42.0
379,cluster_10279701148_11630151856_663826006,GG,0.001
379,cluster_11502623497_1177160337,GGrrr,42.0
379,cluster_664446535_8507351666,GGrrr,42.0
380,cluster_10279701148_11630151856_663826006,GG,0.001
380,cluster_11502623497_1177160337,GGrrr,42.0
380,cluster_664446535_8507351666,GGrrr,42.0
381,cluster_10279701148_11630151856_663826006,GG,0.001
381,cluster_11502623497_1177160337,GGrrr,42.0
381,cluster_664446535_8507351666,yyrrr,3.0
382,cluster_10279701148_11630151856_663826006,GG,0.001
382,cluster_11502623497_1177160337,GGrrr,42.0
382,cluster_664446535_8507351666,yyrrr,3.0
383,cluster_10279701148_11630151856_663826006,GG,0.001
383,cluster_11502623497_1177160337,yyrrr,3.0
383,cluster_664446535_8507351666,yyrrr,3.0
384,cluster_10279701148_11630151856_663826006,GG,0.001
384,cluster_11502623497_1177160337,yyrrr,3.0
384,cluster_664446535_8507351666,rrGGG,42.0
385,cluster_10279701148_11630151856_663826006,GG,0.001
385,cluster_11502623497_1177160337,yyrrr,3.0
385,cluster_664446535_8507351666,rrGGG,42.0
386,cluster_10279701148_11630151856_663826006,GG,0.001
386,cluster_11502623497_1177160337,rrGGg,42.0
386,cluster_664446535_8507351666,rrGGG,42.0
387,cluster_10279701148_11630151856_663826006,GG,0.001
387,cluster_11502623497_1177160337,rrGGg,42.0
387,cluster_664446535_8507351666,rrGGG,42.0
388,cluster_10279701148_11630151856_663826006,GG,0.001
388,cluster_11502623497_1177160337,rrGGg,42.0
388,cluster_664446535_8507351666,rrGGG,42.0
389,cluster_10279701148_11630151856_663826006,GG,0.001
389,cluster_11502623497_1177160337,rrGGg,42.0
389,cluster_664446535_8507351666,rryyy,3.0
390,cluster_10279701148_11630151856_663826006,GG,0.001
390,cluster_11502623497_1177160337,rrGGg,42.0
390,cluster_664446535_8507351666,rryyy,3.0
391,cluster_10279701148_11630151856_663826006,GG,0.001
391,cluster_11502623497_1177160337,rryyy,3.0
391,cluster_664446535_8507351666,rryyy,3.0
392,cluster_10279701148_11630151856_663826006,GG,0.001
392,cluster_11502623497_1177160337,rryyy,3.0
392,cluster_664446535_8507351666,GGrrr,42.0
393,cluster_10279701148_11630151856_663826006,GG,0.001
393,cluster_11502623497_1177160337,rryyy,3.0
393,cluster_664446535_8507351666,GGrrr,42.0
394,cluster_10279701148_11630151856_663826006,GG,0.001
394,cluster_11502623497_1177160337,GGrrr,42.0
394,cluster_664446535_8507351666,GGrrr,42.0
395,cluster_10279701148_11630151856_663826006,GG,0.001
395,cluster_11502623497_1177160337,GGrrr,42.0
395,cluster_664446535_8507351666,GGrrr,42.0
396,cluster_10279701148_11630151856_663826006,GG,0.001
396,cluster_11502623497_1177160337,GGrrr,42.0
396,cluster_664446535_8507351666,GGrrr,42.0
397,cluster_10279701148_11630151856_663826006,GG,0.001
397,cluster_11502623497_1177160337,GGrrr,42.0
397,cluster_664446535_8507351666,yyrrr,3.0
398,cluster_10279701148_11630151856_663826006,GG,0.001
398,cluster_11502623497_1177160337,GGrrr,42.0
398,cluster_664446535_8507351666,yyrrr,3.0
399,cluster_10279701148_11630151856_663826006,GG,0.001
399,cluster_11502623497_1177160337,yyrrr,3.0
399,cluster_664446535_8507351666,yyrrr,3.0
400,cluster_10279701148_11630151856_663826006,GG,0.001
400,cluster_11502623497_1177160337,yyrrr,3.0
400,cluster_664446535_8507351666,rrGGG,42.0
401,cluster_10279701148_11630151856_663826006,GG,0.001
401,cluster_11502623497_1177160337,yyrrr,3.0
401,cluster_664446535_8507351666,rrGGG,42.0
402,cluster_10279701148_11630151856_663826006,GG,0.001
402,cluster_11502623497_1177160337,rrGGg,42.0
402,cluster_664446535_8507351666,rrGGG,42.0
403,cluster_10279701148_11630151856_663826006,GG,0.001
403,cluster_11502623497_1177160337,rrGGg,42.0
403,cluster_664446535_8507351666,rrGGG,42.0
404,cluster_10279701148_11630151856_663826006,GG,0.001
404,cluster_11502623497_1177160337,rrGGg,42.0
404,cluster_664446535_8507351666,rrGGG,42.0
405,cluster_10279701148_11630151856_663826006,GG,0.001
405,cluster_11502623497_1177160337,rrGGg,42.0
405,cluster_664446535_8507351666,rryyy,3.0
406,cluster_10279701148_11630151856_663826006,GG,0.001
406,cluster_11502623497_1177160337,rrGGg,42.0
406,cluster_664446535_8507351666,rryyy,3.0
407,cluster_10279701148_11630151856_663826006,GG,0.001
407,cluster_11502623497_1177160337,rryyy,3.0
407,cluster_664446535_8507351666,rryyy,3.0
408,cluster_10279701148_11630151856_663826006,GG,0.001
408,cluster_11502623497_1177160337,rryyy,3.0
408,cluster_664446535_8507351666,GGrrr,42.0
409,cluster_10279701148_11630151856_663826006,GG,0.001
409,cluster_11502623497_1177160337,rryyy,3.0
409,cluster_664446535_8507351666,GGrrr,42.0
410,cluster_10279701148_11630151856_663826006,GG,0.001
410,cluster_11502623497_1177160337,GGrrr,42.0
410,cluster_664446535_8507351666,GGrrr,42.0
411,cluster_10279701148_11630151856_663826006,GG,0.001
411,cluster_11502623497_1177160337,GGrrr,42.0
411,cluster_664446535_8507351666,GGrrr,42.0
412,cluster_10279701148_11630151856_663826006,GG,0.001
412,cluster_11502623497_1177160337,GGrrr,42.0
412,cluster_664446535_8507351666,GGrrr,42.0
413,cluster_10279701148_11630151856_663826006,GG,0.001
413,cluster_11502623497_1177160337,GGrrr,42.0
413,cluster_664446535_8507351666,yyrrr,3.0
414,cluster_10279701148_11630151856_663826006,GG,0.001
414,cluster_11502623497_1177160337,GGrrr,42.0
414,cluster_664446535_8507351666,yyrrr,3.0
415,cluster_10279701148_11630151856_663826006,GG,0.001
415,cluster_11502623497_1177160337,yyrrr,3.0
415,cluster_664446535_8507351666,yyrrr,3.0
416,cluster_10279701148_11630151856_663826006,GG,0.001
416,cluster_11502623497_1177160337,yyrrr,3.0
416,cluster_664446535_8507351666,rrGGG,42.0
417,cluster_10279701148_11630151856_663826006,GG,0.001
417,cluster_11502623497_1177160337,yyrrr,3.0
417,cluster_664446535_8507351666,rrGGG,42.0
418,cluster_10279701148_11630151856_663826006,GG,0.001
418,cluster_11502623497_1177160337,rrGGg,42.0
418,cluster_664446535_8507351666,rrGGG,42.0
419,cluster_10279701148_11630151856_663826006,GG,0.001
419,cluster_11502623497_1177160337,rrGGg,42.0
419,cluster_664446535_8507351666,rrGGG,42.0
420,cluster_10279701148_11630151856_663826006,GG,0.001
420,cluster_11502623497_1177160337,rrGGg,42.0
420,cluster_664446535_8507351666,rrGGG,42.0
421,cluster_10279701148_11630151856_663826006,GG,0.001
421,cluster_11502623497_1177160337,rrGGg,42.0
421,cluster_664446535_8507351666,rryyy,3.0
422,cluster_10279701148_11630151856_663826006,GG,0.001
422,cluster_11502623497_1177160337,rrGGg,42.0
422,cluster_664446535_8507351666,rryyy,3.0
423,cluster_10279701148_11630151856_663826006,GG,0.001
423,cluster_11502623497_1177160337,rryyy,3.0
423,cluster_664446535_8507351666,rryyy,3.0
424,cluster_10279701148_11630151856_663826006,GG,0.001
424,cluster_11502623497_1177160337,rryyy,3.0
424,cluster_664446535_8507351666,GGrrr,42.0
425,cluster_10279701148_11630151856_663826006,GG,0.001
425,cluster_11502623497_1177160337,rryyy,3.0
425,cluster_664446535_8507351666,GGrrr,42.0
426,cluster_10279701148_11630151856_663826006,GG,0.001
426,cluster_11502623497_1177160337,GGrrr,42.0
426,cluster_664446535_8507351666,GGrrr,42.0
427,cluster_10279701148_11630151856_663826006,GG,0.001
427,cluster_11502623497_1177160337,GGrrr,42.0
427,cluster_664446535_8507351666,GGrrr,42.0
428,cluster_10279701148_11630151856_663826006,GG,0.001
428,cluster_11502623497_1177160337,GGrrr,42.0
428,cluster_664446535_8507351666,GGrrr,42.0
429,cluster_10279701148_11630151856_663826006,GG,0.001
429,cluster_11502623497_1177160337,GGrrr,42.0
429,cluster_664446535_8507351666,yyrrr,3.0
430,cluster_10279701148_11630151856_663826006,GG,0.001
430,cluster_11502623497_1177160337,GGrrr,42.0
430,cluster_664446535_8507351666,yyrrr,3.0
431,cluster_10279701148_11630151856_663826006,GG,0.001
431,cluster_11502623497_1177160337,yyrrr,3.0
431,cluster_664446535_8507351666,yyrrr,3.0
432,cluster_10279701148_11630151856_663826006,GG,0.001
432,cluster_11502623497_1177160337,yyrrr,3.0
432,cluster_664446535_8507351666,rrGGG,42.0
433,cluster_10279701148_11630151856_663826006,GG,0.001
433,cluster_11502623497_1177160337,yyrrr,3.0
433,cluster_664446535_8507351666,rrGGG,42.0
434,cluster_10279701148_11630151856_663826006,GG,0.001
434,cluster_11502623497_1177160337,rrGGg,42.0
434,cluster_664446535_8507351666,rrGGG,42.0
435,cluster_10279701148_11630151856_663826006,GG,0.001
435,cluster_11502623497_1177160337,rrGGg,42.0
435,cluster_664446535_8507351666,rrGGG,42.0
436,cluster_10279701148_11630151856_663826006,GG,0.001
436,cluster_11502623497_1177160337,rrGGg,42.0
436,cluster_664446535_8507351666,rrGGG,42.0
437,cluster_10279701148_11630151856_663826006,GG,0.001
437,cluster_11502623497_1177160337,rrGGg,42.0
437,cluster_664446535_8507351666,rryyy,3.0
438,cluster_10279701148_11630151856_663826006,GG,0.001
438,cluster_11502623497_1177160337,rrGGg,42.0
438,cluster_664446535_8507351666,rryyy,3.0
439,cluster_10279701148_11630151856_663826006,GG,0.001
439,cluster_11502623497_1177160337,rryyy,3.0
439,cluster_664446535_8507351666,rryyy,3.0
440,cluster_10279701148_11630151856_663826006,GG,0.001
440,cluster_11502623497_1177160337,rryyy,3.0
440,cluster_664446535_8507351666,GGrrr,42.0
441,cluster_10279701148_11630151856_663826006,GG,0.001
441,cluster_11502623497_1177160337,rryyy,3.0
441,cluster_664446535_8507351666,GGrrr,42.0
442,cluster_10279701148_11630151856_663826006,GG,0.001
442,cluster_11502623497_1177160337,GGrrr,42.0
442,cluster_664446535_8507351666,GGrrr,42.0
443,cluster_10279701148_11630151856_663826006,GG,0.001
443,cluster_11502623497_1177160337,GGrrr,42.0
443,cluster_664446535_8507351666,GGrrr,42.0
444,cluster_10279701148_11630151856_663826006,GG,0.001
444,cluster_11502623497_1177160337,GGrrr,42.0
444,cluster_664446535_8507351666,GGrrr,42.0
445,cluster_10279701148_11630151856_663826006,GG,0.001
445,cluster_11502623497_1177160337,GGrrr,42.0
445,cluster_664446535_8507351666,yyrrr,3.0
446,cluster_10279701148_11630151856_663826006,GG,0.001
446,cluster_11502623497_1177160337,GGrrr,42.0
446,cluster_664446535_8507351666,yyrrr,3.0
447,cluster_10279701148_11630151856_663826006,GG,0.001
447,cluster_11502623497_1177160337,yyrrr,3.0
447,cluster_664446535_8507351666,yyrrr,3.0
448,cluster_10279701148_11630151856_663826006,GG,0.001
448,cluster_11502623497_1177160337,yyrrr,3.0
448,cluster_664446535_8507351666,rrGGG,42.0
449,cluster_10279701148_11630151856_663826006,GG,0.001
449,cluster_11502623497_1177160337,yyrrr,3.0
449,cluster_664446535_8507351666,rrGGG,42.0
450,cluster_10279701148_11630151856_663826006,GG,0.001
450,cluster_11502623497_1177160337,rrGGg,42.0
450,cluster_664446535_8507351666,rrGGG,42.0
451,cluster_10279701148_11630151856_663826006,GG,0.001
451,cluster_11502623497_1177160337,rrGGg,42.0
451,cluster_664446535_8507351666,rrGGG,42.0
452,cluster_10279701148_11630151856_663826006,GG,0.001
452,cluster_11502623497_1177160337,rrGGg,42.0
452,cluster_664446535_8507351666,rrGGG,42.0
453,cluster_10279701148_11630151856_663826006,GG,0.001
453,cluster_11502623497_1177160337,rrGGg,42.0
453,cluster_664446535_8507351666,rryyy,3.0
454,cluster_10279701148_11630151856_663826006,GG,0.001
454,cluster_11502623497_1177160337,rrGGg,42.0
454,cluster_664446535_8507351666,rryyy,3.0
455,cluster_10279701148_11630151856_663826006,GG,0.001
455,cluster_11502623497_1177160337,rryyy,3.0
455,cluster_664446535_8507351666,rryyy,3.0
456,cluster_10279701148_11630151856_663826006,GG,0.001
456,cluster_11502623497_1177160337,rryyy,3.0
456,cluster_664446535_8507351666,GGrrr,42.0
457,cluster_10279701148_11630151856_663826006,GG,0.001
457,cluster_11502623497_1177160337,rryyy,3.0
457,cluster_664446535_8507351666,GGrrr,42.0
458,cluster_10279701148_11630151856_663826006,GG,0.001
458,cluster_11502623497_1177160337,GGrrr,42.0
458,cluster_664446535_8507351666,GGrrr,42.0
459,cluster_10279701148_11630151856_663826006,GG,0.001
459,cluster_11502623497_1177160337,GGrrr,42.0
459,cluster_664446535_8507351666,GGrrr,42.0
460,cluster_10279701148_11630151856_663826006,GG,0.001
460,cluster_11502623497_1177160337,GGrrr,42.0
460,cluster_664446535_8507351666,GGrrr,42.0
461,cluster_10279701148_11630151856_663826006,GG,0.001
461,cluster_11502623497_1177160337,GGrrr,42.0
461,cluster_664446535_8507351666,yyrrr,3.0
462,cluster_10279701148_11630151856_663826006,GG,0.001
462,cluster_11502623497_1177160337,GGrrr,42.0
462,cluster_664446535_8507351666,yyrrr,3.0
463,cluster_10279701148_11630151856_663826006,GG,0.001
463,cluster_11502623497_1177160337,yyrrr,3.0
463,cluster_664446535_8507351666,yyrrr,3.0
464,cluster_10279701148_11630151856_663826006,GG,0.001
464,cluster_11502623497_1177160337,yyrrr,3.0
464,cluster_664446535_8507351666,rrGGG,42.0
465,cluster_10279701148_11630151856_663826006,GG,0.001
465,cluster_11502623497_1177160337,yyrrr,3.0
465,cluster_664446535_8507351666,rrGGG,42.0
466,cluster_10279701148_11630151856_663826006,GG,0.001
466,cluster_11502623497_1177160337,rrGGg,42.0
466,cluster_664446535_8507351666,rrGGG,42.0
467,cluster_10279701148_11630151856_663826006,GG,0.001
467,cluster_11502623497_1177160337,rrGGg,42.0
467,cluster_664446535_8507351666,rrGGG,42.0
468,cluster_10279701148_11630151856_663826006,GG,0.001
468,cluster_11502623497_1177160337,rrGGg,42.0
468,cluster_664446535_8507351666,rrGGG,42.0
469,cluster_10279701148_11630151856_663826006,GG,0.001
469,cluster_11502623497_1177160337,rrGGg,42.0
469,cluster_664446535_8507351666,rryyy,3.0
470,cluster_10279701148_11630151856_663826006,GG,0.001
470,cluster_11502623497_1177160337,rrGGg,42.0
470,cluster_664446535_8507351666,rryyy,3.0
471,cluster_10279701148_11630151856_663826006,GG,0.001
471,cluster_11502623497_1177160337,rryyy,3.0
471,cluster_664446535_8507351666,rryyy,3.0
472,cluster_10279701148_11630151856_663826006,GG,0.001
472,cluster_11502623497_1177160337,rryyy,3.0
472,cluster_664446535_8507351666,GGrrr,42.0
473,cluster_10279701148_11630151856_663826006,GG,0.001
473,cluster_11502623497_1177160337,rryyy,3.0
473,cluster_664446535_8507351666,GGrrr,42.0
474,cluster_10279701148_11630151856_663826006,GG,0.001
474,cluster_11502623497_1177160337,GGrrr,42.0
474,cluster_664446535_8507351666,GGrrr,42.0
475,cluster_10279701148_11630151856_663826006,GG,0.001
475,cluster_11502623497_1177160337,GGrrr,42.0
475,cluster_664446535_8507351666,GGrrr,42.0
476,cluster_10279701148_11630151856_663826006,GG,0.001
476,cluster_11502623497_1177160337,GGrrr,42.0
476,cluster_664446535_8507351666,GGrrr,42.0
477,cluster_10279701148_11630151856_663826006,GG,0.001
477,cluster_11502623497_1177160337,GGrrr,42.0
477,cluster_664446535_8507351666,yyrrr,3.0
478,cluster_10279701148_11630151856_663826006,GG,0.001
478,cluster_11502623497_1177160337,GGrrr,42.0
478,cluster_664446535_8507351666,yyrrr,3.0
479,cluster_10279701148_11630151856_663826006,GG,0.001
479,cluster_11502623497_1177160337,yyrrr,3.0
479,cluster_664446535_8507351666,yyrrr,3.0
480,cluster_10279701148_11630151856_663826006,GG,0.001
480,cluster_11502623497_1177160337,yyrrr,3.0
480,cluster_664446535_8507351666,rrGGG,42.0
481,cluster_10279701148_11630151856_663826006,GG,0.001
481,cluster_11502623497_1177160337,yyrrr,3.0
481,cluster_664446535_8507351666,rrGGG,42.0
482,cluster_10279701148_11630151856_663826006,GG,0.001
482,cluster_11502623497_1177160337,rrGGg,42.0
482,cluster_664446535_8507351666,rrGGG,42.0
483,cluster_10279701148_11630151856_663826006,GG,0.001
483,cluster_11502623497_1177160337,rrGGg,42.0
483,cluster_664446535_8507351666,rrGGG,42.0
484,cluster_10279701148_11630151856_663826006,GG,0.001
484,cluster_11502623497_1177160337,rrGGg,42.0
484,cluster_664446535_8507351666,rrGGG,42.0
485,cluster_10279701148_11630151856_663826006,GG,0.001
485,cluster_11502623497_1177160337,rrGGg,42.0
485,cluster_664446535_8507351666,rryyy,3.0
486,cluster_10279701148_11630151856_663826006,GG,0.001
486,cluster_11502623497_1177160337,rrGGg,42.0
486,cluster_664446535_8507351666,rryyy,3.0
487,cluster_10279701148_11630151856_663826006,GG,0.001
487,cluster_11502623497_1177160337,rryyy,3.0
487,cluster_664446535_8507351666,rryyy,3.0
488,cluster_10279701148_11630151856_663826006,GG,0.001
488,cluster_11502623497_1177160337,rryyy,3.0
488,cluster_664446535_8507351666,GGrrr,42.0
489,cluster_10279701148_11630151856_663826006,GG,0.001
489,cluster_11502623497_1177160337,rryyy,3.0
489,cluster_664446535_8507351666,GGrrr,42.0
490,cluster_10279701148_11630151856_663826006,GG,0.001
490,cluster_11502623497_1177160337,GGrrr,42.0
490,cluster_664446535_8507351666,GGrrr,42.0
491,cluster_10279701148_11630151856_663826006,GG,0.001
491,cluster_11502623497_1177160337,GGrrr,42.0
491,cluster_664446535_8507351666,GGrrr,42.0
492,cluster_10279701148_11630151856_663826006,GG,0.001
492,cluster_11502623497_1177160337,GGrrr,42.0
492,cluster_664446535_8507351666,GGrrr,42.0
493,cluster_10279701148_11630151856_663826006,GG,0.001
493,cluster_11502623497_1177160337,GGrrr,42.0
493,cluster_664446535_8507351666,yyrrr,3.0
494,cluster_10279701148_11630151856_663826006,GG,0.001
494,cluster_11502623497_1177160337,GGrrr,42.0
494,cluster_664446535_8507351666,yyrrr,3.0
495,cluster_10279701148_11630151856_663826006,GG,0.001
